"","text_prepared.1","text_prepared.2","text_prepared.3","text_prepared.4","text_prepared.5","text_prepared.6","text_prepared.7","text_prepared.8","text_prepared.9","text_prepared.10","text_prepared.11","text_prepared.12","text_prepared.13","text_prepared.14","text_prepared.15","text_prepared.16","text_prepared.17","text_prepared.18","text_prepared.19","text_prepared.20","text_prepared.21","text_prepared.22","text_prepared.23","text_prepared.24","text_prepared.25","text_prepared.26","text_prepared.27","text_prepared.28","text_prepared.29","text_prepared.30","text_prepared.31","text_prepared.32","text_prepared.33","text_prepared.34","text_prepared.35","text_prepared.36","text_prepared.37","text_prepared.38","text_prepared.39","text_prepared.40","text_prepared.41","text_prepared.42","text_prepared.43","text_prepared.44","text_prepared.45","text_prepared.46","text_prepared.47","text_prepared.48","text_prepared.49","text_prepared.50","text_prepared.51","text_prepared.52","text_prepared.53","text_prepared.54","labels"
"labels8588",0,0,0,0,0,0,0,0,0,132,912,32,1,180,3,273,1030,273,155,695,37,110,3309,8,150,31,142,449,316,2583,360,2,6627,217,17,202,25,3166,29,3550,103,19,242,17,538,44,7,6305,1,111,18,187,24,1893,0
"labels8589",5,1,1773,4,23,273,959,1923,2,1989,2,24,531,4,442,21,6,268,9,7,16,332,3,910,14,12,273,237,4796,2,1088,12,4774,142,946,9,2240,1,255,4,1,19,311,44,7,537,31,3,1536,24,4347,2,16,1508,0
"labels8590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3299,4,3979,8,28,129,4296,1656,535,439,4755,3415,1093,13,862,5,1,160,4,907,856,2,29,2294,90,1,2813,4,4153,2,1331,142,100,1
"labels8591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,99,581,7,6110,4039,1966,41,36,48,1
"labels8592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,581,7,6110,4039,1966,41,36,48,4708,4,586,1
"labels8593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2696,718,30,8,1056,493,124,69,475,1
"labels8594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,1056,493,124,69,475,69,11533,15347,8,1,1706,1
"labels8595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,69,475,69,11533,15347,8,1,1706,531,4,442,1
"labels8596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,12541,5290,3,256,36,69,2214,1937,475,2,272,82,8,1,7514,11512,1
"labels8597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2214,1937,475,2,272,82,8,1,7514,11512,1,1058,14,614,2249,7,16,11295,15,1,482,4,227,7508,404,13,540,886,2249,1
"labels8598",0,0,0,0,0,0,0,0,0,0,0,0,0,2,272,82,8,1,7514,11512,1,1058,14,614,2249,7,16,11295,15,1,482,4,227,7508,404,13,540,886,2249,41,48,14,1,4003,4,1004,3060,2,507,678,7,16,8008,53,1
"labels8599",0,0,0,0,0,0,0,0,0,0,1,1058,14,614,2249,7,16,11295,15,1,482,4,227,7508,404,13,540,886,2249,41,48,14,1,4003,4,1004,3060,2,507,678,7,16,8008,53,507,11564,7,16,2014,2,1462,54,469,1884,1
"labels8600",0,0,0,0,0,0,0,0,0,0,0,41,48,14,1,4003,4,1004,3060,2,507,678,7,16,8008,53,507,11564,7,16,2014,2,1462,54,469,1884,99,581,7,30,674,2,7463,165,21,181,21,165,90,28,2211,4,3313,36,1
"labels8601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,581,7,30,674,2,7463,165,21,181,21,165,90,28,2211,4,3313,36,6,165,554,7,1240,714,683,879,1220,234,2,377,15597,9,7,233,256,36,2974,2,350,56,1
"labels8602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,165,554,7,1240,714,683,879,1220,234,2,377,15597,9,7,233,256,36,2974,2,350,56,1087,1273,4,468,56,879,1220,7,16,1661,1
"labels8603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,233,256,36,2974,2,350,56,1087,1273,4,468,56,879,1220,7,16,1661,1,4310,116,7,16,5821,1
"labels8604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,1273,4,468,56,879,1220,7,16,1661,1,4310,116,7,16,5821,126,1
"labels8605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5368,8,1865,6708,564,3491,392,135,462,0
"labels8606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,319,317,1,356,492,254,244,358,1179,5,985,2,1713,289,3085,211,2133,1
"labels8607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,807,7,16,458,5596,6,376,46,894,1494,13,470,20,2,3097,154,14,759,1333,399,2,199,212,7427,9,7,648,3697,126,759,2374,1
"labels8608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,648,3697,126,759,2374,2,1,12949,4,5940,7295,1
"labels8609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,971,4,6,1590,984,165,554,1,222,4,69,519,1,2524,4,1527,2372,1179,1
"labels8610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,222,4,69,519,1,2524,4,1527,2372,1179,1,1840,4,2999,1389,1
"labels8611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3727,206,217,4,28,6862,279,130,126,819,1
"labels8612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,178,200,2,130,30,8,1056,552,6,430,889,4225,143,44,827,6,265,847,4,281,8,1,486,143,178,7,16,4512,1
"labels8613",0,0,0,0,6,430,889,4225,143,44,827,6,265,847,4,281,8,1,486,143,178,7,16,4512,6,1418,3403,7,16,520,3,116,1,120,4,1,1136,879,1220,3631,69,12526,99,40,45,7,16,622,2,1110,4056,2560,8,856,1
"labels8614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1418,3403,7,16,520,3,116,1,120,4,1,1136,879,1220,3631,69,12526,99,40,45,7,16,622,2,1110,4056,2560,8,856,118,1694,30,3367,475,7,16,215,520,1
"labels8615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,40,45,7,16,622,2,1110,4056,2560,8,856,118,1694,30,3367,475,7,16,215,520,2,3085,519,2,540,56,519,33,40,2,856,600,520,1
"labels8616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1694,30,3367,475,7,16,215,520,2,3085,519,2,540,56,519,33,40,2,856,600,520,1,1844,52,7,16,3205,1
"labels8617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3085,519,2,540,56,519,33,40,2,856,600,520,1,1844,52,7,16,3205,1,1081,266,7,16,4469,3,34,1,218,11,622,8,79,5,74,1
"labels8618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1844,52,7,16,3205,1,1081,266,7,16,4469,3,34,1,218,11,622,8,79,5,74,2774,1260,7,1158,4770,879,1220,2351,13442,1
"labels8619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1081,266,7,16,4469,3,34,1,218,11,622,8,79,5,74,2774,1260,7,1158,4770,879,1220,2351,13442,935,2,2330,1
"labels8620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,7,16,6,11403,8,398,5,1801,148,5,99,2,69,40,8,398,163,1155,184,2,278,2484,756,1
"labels8621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,39,22,748,1,102,947,413,1,2996,4,257,226,956,1,198,41,36,52,5,1,83,36,32,434,6,5199,235,864,1146,1
"labels8622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,864,1146,1097,8,688,12,41,475,22,88,605,2,12,475,2,69,45,17,201,603,3,68,6,1069,8,1,78,1492,1048,36,1201,41,475,85,38,157,977,46,1
"labels8623",0,0,0,0,0,0,0,0,0,0,0,0,1097,8,688,12,41,475,22,88,605,2,12,475,2,69,45,17,201,603,3,68,6,1069,8,1,78,1492,1048,36,1201,41,475,85,38,157,977,46,1,2067,4,1,11673,2557,1
"labels8624",0,0,0,0,0,0,0,0,0,0,1398,22,314,5125,79,9459,3,16,1320,13,1,3116,14,1250,2,6990,2156,462,1,20,2145,115,5379,27,1,3063,4,2270,2,1,1706,112,226,29,1156,1885,14,1529,4,304,438,5,1,69,1
"labels8625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,614,1097,354,2083,5,1,11846,3294,4,28,1198,2116,1416,226,378,2,1,46,14,163,226,272,3,139,1,2116,1
"labels8626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,46,14,163,226,272,3,139,1,2116,184,756,354,3904,15,42,48,304,226,378,1
"labels8627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,304,226,378,2,126,1467,1812,734,23,2807,272,1,20,49,272,1,6341,6580,2,1250,1
"labels8628",3,656,1,3517,7552,855,428,708,182,23,141,4995,4244,366,9201,39,17,3984,8,1386,2,8,1,3747,3215,4,257,226,469,190,19,70,1106,28,1,4461,67,970,101,35,1057,456,60,1,327,10,354,1356,734,81,18,242,88,1101,0
"labels8629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,13,1,65,4,148,2,157,1,1686,4,1,3517,3,124,279,3,174,14,19,496,9,7,82,93,183,265,1681,1587,15,392,4438,450,2,397,217,1
"labels8630",12,175,31,322,18,2514,4730,3,127,2,9,84,49,728,2331,3,79,135,8,1,265,4,1,69,50,976,282,22,1,187,39,74,3,127,1,278,81,7,728,175,31,1,442,4,148,37,184,54,6,19,52,4,69,40,1
"labels8631",14,3,3066,12,175,31,14,12,69,251,9,276,3,1911,79,741,57,2,574,50,883,5,114,6,267,15,1039,6,618,53,3,23,292,218,770,13,25,19,409,1383,99,134,95,26,49,299,99,1983,99,477,2,1133,99,2940,1
"labels8632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,2,14835,167,4780,5,437,35,11,3307,3,16,3700,1,2396,4,281,2651,8,167,25,92,1000,167,830,3,499,4780,90,437,3,856,33,14835,37,794,1
"labels8633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,3307,3,16,3700,1,2396,4,281,2651,8,167,25,92,1000,167,830,3,499,4780,90,437,3,856,33,14835,37,794,8538,418,5,100,1
"labels8634",276,12,75,3,436,90,265,376,2,1054,4,1,107,39,1166,23,510,4,1,19,70,3166,2,9,74,23,96,2,836,3,464,26,9,591,1157,3,515,6,486,912,37,937,19,70,13,151,369,12981,4,91,31,800,458,5957,0
"labels8635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,591,1232,101,86,462,19,381,276,3,1536,6,97,152,4,200,140,17,1980,3,40,8,26,0
"labels8636",1114,2,97,95,26,1635,250,6,626,2253,47,12,2805,2,3773,50,84,160,1,7778,4,179,522,90,23,498,2,45,1,35,20,5409,1266,3,12456,1,1823,2211,4,1,395,36,52,3624,79,50,43,157,530,60,79,50,74,56,1
"labels8637",1,35,20,5409,1266,3,12456,1,1823,2211,4,1,395,36,52,3624,79,50,43,157,530,60,79,50,74,56,1,5775,11,10,454,11,201,3527,5934,15,1,3248,683,4,6,179,36,52,10,643,38,40,1,52,11,15548,2,10743,1
"labels8638",2,10743,2,511,50,157,179,36,549,8,23,163,22,1325,25,5191,9604,6,1011,3,3147,2,6,2069,3,110,1,983,3,12,111,4,614,172,1097,1565,1609,3,136,6283,900,2148,2611,1565,26,577,3,1,184,4,24,1123,37,1066,1
"labels8639",4641,2662,10,1,853,8,614,393,2751,6,1364,18,155,21,2605,21,39,354,4987,41,12563,1308,1,20,3,7455,3285,1,10741,614,3290,1097,95,35,32,2455,1,211,5,275,78,10,1,1097,43,16,318,1,646,1,7508,1097,22,1101,1
"labels8640",0,0,0,0,0,0,0,0,0,0,0,0,0,41,12563,1308,1,20,3,7455,3285,1,10741,614,3290,1097,95,35,32,2455,1,211,5,275,78,10,1,1097,43,16,318,1,646,1,7508,1097,22,1101,35,18,3744,1126,8,36,1
"labels8641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,6,1300,4,200,2,1853,8,12,614,52,35,18,2580,36,3561,17,328,1,102,947,205,791,4,23,3744,1126,11,14,1088,1
"labels8642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,2580,36,3561,17,328,1,102,947,205,791,4,23,3744,1126,11,14,1088,8,5483,2550,1,227,492,4,4706,7,38,16,4085,1053,318,6,35,646,2809,1
"labels8643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5483,2550,1,227,492,4,4706,7,38,16,4085,1053,318,6,35,646,2809,927,1,5689,17,388,112,1,102,179,997,1364,32,13511,1,6594,33,5105,614,1
"labels8644",0,0,0,0,0,0,0,0,0,0,0,927,1,5689,17,388,112,1,102,179,997,1364,32,13511,1,6594,33,5105,614,1,660,1360,4,1,1048,36,1201,17,201,399,257,45,39,7,4059,182,23,35,20,7227,17,2628,3,241,1
"labels8645",0,0,0,0,0,0,1,102,179,997,1364,32,13511,1,6594,33,5105,614,1,660,1360,4,1,1048,36,1201,17,201,399,257,45,39,7,4059,182,23,35,20,7227,17,2628,3,241,182,35,11,215,394,2192,2,614,4412,17,1424,1
"labels8646",0,0,0,0,0,0,0,0,0,0,0,0,1,660,1360,4,1,1048,36,1201,17,201,399,257,45,39,7,4059,182,23,35,20,7227,17,2628,3,241,182,35,11,215,394,2192,2,614,4412,17,1424,35,18,3744,1126,7,1000,1
"labels8647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,35,11,215,394,2192,2,614,4412,17,1424,35,18,3744,1126,7,1000,310,614,1097,8,782,143,104,1
"labels8648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,3744,1126,7,1000,310,614,1097,8,782,143,104,35,32,4070,10,475,84,16,860,287,93,1
"labels8649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,614,1097,8,782,143,104,35,32,4070,10,475,84,16,860,287,93,310,1097,8,782,143,104,17,1112,182,475,17,3,16,230,3996,1
"labels8650",140,19,381,50,976,282,22,1,293,3,7589,614,7552,1,160,4,36,549,7,499,53,2,1416,7,3285,21,41,475,1653,3,1394,24,8,45,2,728,1427,133,45,3,1,41,1,179,36,52,7,16,1308,3,817,91,549,217,1
"labels8651",549,7,499,53,2,1416,7,3285,21,41,475,1653,3,1394,24,8,45,2,728,1427,133,45,3,1,41,1,179,36,52,7,16,1308,3,817,91,549,217,549,217,8,1687,4,771,4,19,381,3346,53,807,1,983,4,614,1097,1
"labels8652",475,1653,3,1394,24,8,45,2,728,1427,133,45,3,1,41,1,179,36,52,7,16,1308,3,817,91,549,217,549,217,8,1687,4,771,4,19,381,3346,53,807,1,983,4,614,1097,182,35,11,215,394,39,7,499,53,946,1
"labels8653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,217,8,1687,4,771,4,19,381,3346,53,807,1,983,4,614,1097,182,35,11,215,394,39,7,499,53,946,1,3202,4,475,44,17,13580,1
"labels8654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3202,4,475,44,17,13580,41,475,44,17,9783,21,13580,101,35,18,19,36,52,7,16,9940,27,35,18,1048,36,1201,124,475,5,199,145,7,16,445,772,1
"labels8655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,475,44,17,9783,21,13580,101,35,18,19,36,52,7,16,9940,27,35,18,1048,36,1201,124,475,5,199,145,7,16,445,772,31,1043,4,1776,1
"labels8656",1,41,269,90,12,36,52,9,7,34,10,19,381,22,133,76,3,79,41,614,45,44,22,5850,88,133,101,81,1,1710,7,16,14,31,2,23,36,120,38,14,1776,14,392,31,18,36,2,38,1,264,4851,4,36,1397,1
"labels8657",0,0,0,0,0,0,0,0,0,101,81,1,1710,7,16,14,31,2,23,36,120,38,14,1776,14,392,31,18,36,2,38,1,264,4851,4,36,1397,9,7,34,10,1,41,36,52,2803,31,447,1776,11,1059,3,58,71,1
"labels8658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1059,3,58,71,10831,35,18,614,2686,1097,2,2672,3,802,1363,8,36,56,15,3604,98,1,69,45,1298,1
"labels8659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10831,35,18,614,2686,1097,2,2672,3,802,1363,8,36,56,15,3604,98,1,69,45,1298,787,193,1,36,116,7,16,1266,15,31,18,36,120,530,60,23,696,3,157,1
"labels8660",0,0,0,0,0,0,0,0,0,787,193,1,36,116,7,16,1266,15,31,18,36,120,530,60,23,696,3,157,2,1,766,4,12,89,7,16,7127,15,1,1141,5,1,268,18,36,38,15,1,264,745,14,800,9,7,1
"labels8661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,158,1,211,3,709,10,19,381,1691,393,5,41,475,591,16,2327,8,45,5850,416,133,4,1394,1055,798,1,1934,614,7508,1097,2083,15,1,35,20,1
"labels8662",0,0,0,0,0,158,1,211,3,709,10,19,381,1691,393,5,41,475,591,16,2327,8,45,5850,416,133,4,1394,1055,798,1,1934,614,7508,1097,2083,15,1,35,20,1096,35,18,1069,1599,1048,36,1201,13,363,660,1975,36,45,1
"labels8663",0,0,0,0,0,0,0,0,0,0,0,0,1055,798,1,1934,614,7508,1097,2083,15,1,35,20,1096,35,18,1069,1599,1048,36,1201,13,363,660,1975,36,45,38,285,179,544,5,41,475,3,7589,1,6594,8,393,47,41,544,1
"labels8664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,98,1,69,45,3259,2,656,161,205,65,4,143,2034,8,36,45,246,421,3,855,4403,4,1,3221,4,2265,15,7830,55,8,6,13229,14,900,502,1
"labels8665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,656,161,205,65,4,143,2034,8,36,45,246,421,3,855,4403,4,1,3221,4,2265,15,7830,55,8,6,13229,14,900,502,1605,6,448,2774,1260,52,1
"labels8666",0,0,0,0,0,0,0,0,0,0,246,421,3,855,4403,4,1,3221,4,2265,15,7830,55,8,6,13229,14,900,502,1605,6,448,2774,1260,52,35,11,2836,11511,3,2678,15,3461,2116,90,29,549,131,21,6,102,1229,3,2192,1
"labels8667",0,0,0,0,0,0,0,81,7,2099,725,2,2837,99,1447,13,1,364,2350,444,3,2099,1340,2,1,264,1447,5,1,18,1,107,11,5101,8,19,70,9,43,127,353,97,543,1,512,1,744,1,1587,1,96,2,1,359,0
"labels8668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,9324,12,198,1228,17,447,250,9,22,151,328,3786,0
"labels8669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,198,1228,17,447,250,9,22,151,328,3786,81,18,1624,8,19,70,0
"labels8670",0,0,0,0,0,0,112,11,7184,14025,21,31,2715,73,455,2338,425,893,1462,15,6,956,260,2,352,2540,5,2847,1,2774,1260,52,1,186,81,20,7,174,1,807,300,2090,35,18,3744,1126,3,4795,2116,15,4050,1,221,122,1
"labels8671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,35,18,3744,1126,3,4795,2116,15,4050,1,221,122,2,1618,6,448,121,4892,2774,1260,52,635,1260,44,11,6,260,8733,4,1316,2030,1
"labels8672",0,0,0,0,0,0,2,3854,1,1115,1206,1721,266,3,34,10,212,313,1009,17,1815,233,2,30,945,1904,3,1252,1,99,120,4,199,19,70,2352,319,69,67,65,373,1507,148,2,184,194,2,2264,45,118,112,17,121,1123,1
"labels8673",0,0,0,0,233,2,30,945,1904,3,1252,1,99,120,4,199,19,70,2352,319,69,67,65,373,1507,148,2,184,194,2,2264,45,118,112,17,121,1123,19,500,8,3461,269,1,1093,5994,4,234,44,3320,199,71,7,16,2920,1
"labels8674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,81,20,7,1464,98,1,69,45,3259,2,656,161,205,65,4,143,2034,8,36,45,1,69,45,1298,3525,8,75,7,16,2769,1055,1
"labels8675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1351,1,640,1092,4,12541,242,33,28,327,2,7,367,6,8900,66,3,742,55,8,336,989,519,347,1730,2138,8,9362,418,1
"labels8676",0,0,0,0,0,350,2372,1251,187,5,324,100,3,537,1,336,3366,4,167,33,382,2,1,65,4,654,373,3,636,86,75,2421,1,129,69,5198,229,3,62,58,82,3,167,33,382,2,526,3,409,13,1,875,4,6258,1
"labels8677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421,1,129,69,5198,229,3,62,58,82,3,167,33,382,2,526,3,409,13,1,875,4,6258,2421,1730,2138,8,129,418,1
"labels8678",0,0,0,0,95,1,221,177,30,974,17,2589,6483,6491,2,2762,246,421,3,4039,40,2,3,1685,13,1012,4,177,2503,2,678,2155,14,40,13,104,101,2762,26,11,283,10,683,17,1610,336,3,1485,1,4752,4,176,189,2134,1
"labels8679",0,890,3,34,10,121,175,912,101,11,884,14,1,3517,13,1609,3,127,15,1903,108,1,442,4,148,184,37,69,40,9696,1,82,4,1056,503,363,1069,2,116,493,3,183,251,3,13041,1555,175,31,2,3,1605,12,69,117,1
"labels8680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,75,22,1,180,4,76,3,23,8847,3085,129,2421,1,129,69,5198,229,3,62,58,82,3,167,33,382,2,526,3,409,13,1,875,4,6258,533,2,206,1
"labels8681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,12,4,1,3497,19,70,11,6,9199,212,10237,7643,5313,1804,5032,12,214,11,38,29,1545,78,353,21,6,9013,0
"labels8682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,41,76,3,12,494,873,162,1,6216,18,2011,2,40,3,628,91,1416,0
"labels8683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,6216,18,2011,2,40,3,628,91,1416,9,7,2189,326,6452,3,82,464,86,1591,0
"labels8684",6,1046,24,401,2,24,1831,238,15,208,247,1477,14,598,18,1204,2,353,24,3967,3,1,3895,67,2,99,2135,10,467,95,74,38,9737,186,571,18,1204,2,48,749,126,2,184,242,17,28,172,4,12,1018,291,3,3130,234,1
"labels8685",0,0,0,0,0,0,0,0,0,0,0,8,2878,425,1,338,1546,14,6104,1240,1,3503,4,202,29,1168,948,3,569,118,7402,32,88,6563,34,10,569,4,234,7,16,2047,3,1873,1,217,1277,5,208,6,7040,8,1,2854,1
"labels8686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421,2837,129,69,5198,229,3,62,58,82,3,167,33,382,2,526,3,409,13,1,875,4,6258,280,1
"labels8687",2,12,557,18,120,9,7,105,3,183,19,70,18,14126,2903,15,1531,1526,280,2,134,1031,154,14,2320,665,449,2,803,134,280,391,5,1,702,3562,773,2606,17,5180,2,7,347,2288,2,1508,242,2,512,15,1,550,4,280,0
"labels8688",20,288,1,69,2,131,28,74,3,68,23,1413,12,925,11,38,3,1,1606,2,1,1879,12,175,31,22,5,250,39,22,6,180,3,1723,21,9,1356,4,12,288,3,7107,6,238,2,6,111,5,44,39,43,174,6,2989,0
"labels8689",0,0,0,12,925,11,38,3,1,1606,2,1,1879,12,175,31,22,5,250,39,22,6,180,3,1723,21,9,1356,4,12,288,3,7107,6,238,2,6,111,5,44,39,43,174,6,2989,2,118,39,43,183,3,23,227,372,0
"labels8690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,81,20,7,367,6,8900,66,3,742,55,8,336,989,519,233,2,1953,139,1992,141,5,5239,1542,2,1,65,4,553,1121,563,15599,1
"labels8691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,2,1953,139,1992,141,5,5239,1542,2,1,65,4,553,1121,563,15599,2421,1,516,4,99,358,749,1503,8,2270,118,104,17,38,5,40,347,1730,2138,8,9362,418,1
"labels8692",0,0,0,0,0,0,0,0,139,1992,141,5,1,204,4,1686,1668,109,167,762,413,254,6,281,874,8,28,167,47,109,1,102,421,8,3604,5,25,89,7,16,3,817,1,143,209,33,44,1,299,1285,14,1145,143,4142,1
"labels8693",167,47,109,1,102,421,8,3604,5,25,89,7,16,3,817,1,143,209,33,44,1,299,1285,14,1145,143,4142,24,167,27,240,2,3326,143,104,7,2929,504,6,1668,874,29,272,874,37,322,874,118,39,461,504,1609,33,28,1
"labels8694",27,240,2,3326,143,104,7,2929,504,6,1668,874,29,272,874,37,322,874,118,39,461,504,1609,33,28,87,1,209,4,1,1145,143,1285,8,104,13,24,60,103,177,5,907,48,5,1313,4,1,3846,596,969,2691,15,86,104,1
"labels8695",118,39,461,504,1609,33,28,87,1,209,4,1,1145,143,1285,8,104,13,24,60,103,177,5,907,48,5,1313,4,1,3846,596,969,2691,15,86,104,158,1,2737,1530,1828,8,439,2651,3,798,1,5846,2,4484,4,1,221,1285,1
"labels8696",0,0,0,0,0,158,1,2737,1530,1828,8,439,2651,3,798,1,5846,2,4484,4,1,221,1285,456,1,419,4,2156,8,6,281,874,44,11,38,978,3,6,1145,299,1285,25,7,16,81,18,680,421,5,3604,5,6,281,874,1
